1,785
2,784
3,783
4,782
5,781
6,780
7,779
8,778
9,777
10,776
11,775
12,774
13,772
14,771
15,770
16,769
17,768
18,767
19,766
20,765
21,764
22,763
23,762
24,761
25,758
26,757
27,756
28,755
29,754
30,753
31,752
32,751
33,750
34,749
35,748
36,747
37,746
38,745
39,744
40,743
41,742
42,741
43,740
44,739
45,738
46,675
47,674
48,673
49,672
50,669
51,668
52,667
53,664
54,663
55,656
56,655
57,654
58,653
59,652
60,651
61,649
62,648
63,647
64,646
65,645
66,644
67,643
68,642
69,640
70,639
71,638
72,637
73,636
74,635
75,634
76,633
77,632
78,631
79,630
80,629
81,628
82,627
83,626
84,625
85,624
86,623
87,622
88,621
89,619
90,618
91,616
92,615
93,614
94,613
95,612
96,611
97,609
98,608
99,607
100,606
101,605
102,604
103,603
104,602
105,601
106,600
107,599
108,598
109,597
110,596
111,595
112,594
113,579
114,578
115,577
116,574
117,573
118,572
119,571
120,570
121,569
122,567
123,545
124,544
125,543
126,541
127,539
128,538
129,537
130,536
131,535
132,534
133,533
134,532
135,531
136,530
137,529
138,527
139,526
140,525
141,524
142,523
143,522
144,520
145,515
146,513
147,512
148,511
149,510
150,509
151,508
152,421
153,420
154,419
155,418
156,415
157,414
158,413
159,410
160,386
161,380
162,379
163,378
164,377
165,376
166,375
167,373
168,354
169,353
170,351
171,336
172,335
173,334
174,333
175,332
176,330
177,329
178,328
179,327
180,326
181,325
182,324
183,323
184,322
185,320
186,318
187,317
188,316
189,315
190,314
191,311
192,309
193,308
194,307
195,197
196,196
197,195
198,194
199,193
200,174
201,173
202,172
203,171
204,170
205,152
206,152
207,152
208,152
209,152
210,152
211,143
212,142
213,141
214,141
215,141
216,140
217,139
218,138
219,137
220,136
221,135
222,134
223,123
224,122
225,121
226,120
227,119
228,118
229,92
230,92
231,92
232,92
233,91
234,90
235,89
236,88
237,87
238,86
239,69
240,67
241,67
242,64
243,62
244,61
245,61
246,61
247,61
248,61
249,58
250,57
251,56
252,55
253,46
254,45
255,45
256,45
257,45
258,45
259,45
260,45
261,45
262,45
263,45
264,45
265,45
266,45
267,45
268,45
269,45
270,45
271,45
272,45
273,45
274,45
275,45
276,43
277,42
278,38
279,38
280,38
281,38
282,38
283,38
284,38
285,37
286,36
287,33
288,33
289,33
290,33
291,33
292,33
293,33
294,33
295,33
296,33
297,31
298,31
299,31
300,31
301,31
302,31
303,31
304,31
305,31
306,31
307,31
308,31
309,31
310,31
311,31
312,31
313,31
314,31
315,31
316,31
317,31
318,31
319,31
320,31
321,31
322,31
323,31
324,31
325,31
326,31
327,31
328,31
329,31
330,31
331,31
332,31
333,31
334,30
335,28
336,28
337,28
338,28
339,27
340,25
341,25
342,25
343,25
344,25
345,25
346,25
347,25
348,25
349,25
350,25
351,25
352,25
353,25
354,25
355,25
356,25
357,25
358,25
359,25
360,25
361,25
362,25
363,25
364,24
365,23
366,22
367,20
368,20
369,20
370,20
371,20
372,20
373,20
374,20
375,20
376,20
377,20
378,20
379,20
380,20
381,20
382,20
383,20
384,20
385,20
386,20
387,20
388,20
389,20
390,20
391,20
392,20
393,20
394,20
395,20
396,20
397,20
398,20
399,20
400,20
401,20
402,20
403,20
404,20
405,20
406,20
407,20
408,20
409,20
410,20
411,20
412,20
413,20
414,20
415,20
416,20
417,20
418,20
419,20
420,20
421,20
422,20
423,20
424,20
425,20
426,20
427,20
428,20
429,20
430,20
431,20
432,20
433,20
434,20
435,20
436,20
437,20
438,20
439,20
440,20
441,20
442,20
443,20
444,20
445,20
446,20
447,20
448,20
449,20
450,20
451,20
452,20
453,20
454,20
455,20
456,20
457,20
458,20
459,20
460,20
461,20
462,20
463,20
464,20
465,20
466,20
467,20
468,20
469,20
470,20
471,20
472,20
473,20
474,20
475,20
476,20
477,20
478,20
479,20
480,20
481,20
482,20
483,20
484,20
485,20
486,20
487,20
488,20
489,20
490,20
491,20
492,20
493,20
494,20
495,20
496,20
497,20
498,20
